"cdCliente","Cliente","CanalAtendimento","cdCidade"
"148465","Cliente 4333","BARES TRADICIONAIS","108"
"148510","Cliente 1589","MERCEARIA","77"
"148536","Cliente 8585","LABORATORIO/CLINICA/HOSPITAL","52"
"148554","Cliente 10629","FLORICULTURA/CESTAS","64"
"148617","Cliente 17","LOJA DE BRINQUEDOS/ELETRONICO","79"
"148629","Cliente 5203","RESTAURANTE","8"
"148638","Cliente 6516","BARES TRADICIONAIS","79"
"148639","Cliente 11327","LOJA DE DEPARTAMENTO","79"
"148642","Cliente 1119","MERCEARIA","66"
"148654","Cliente 9002","MERCEARIA","79"
"148670","Cliente 5946","SM ACIMA DE 20 CHECK-OUT","25"
"148705","Cliente 3178","SM DE 10 A 19 CHECK-OUT","19"
"148714","Cliente 4211","SM DE 02 A 04 CHECK-OUT","79"
"148716","Cliente 8019","MERCEARIA","141"
"148728","Cliente 9109","LOJA DE DEPARTAMENTO","72"
"148732","Cliente 5689","PRESTADORA DE SERVICOS","72"
"148737","Cliente 10626","BOMBONIERE/BAZAR","25"
"148739","Cliente 1949","SM DE 02 A 04 CHECK-OUT","49"
"148774","Cliente 10516","MERCEARIA","34"
"148786","Cliente 7002","CONFEITARIA/PANIFICADORA","77"
"148800","Cliente 4957","MERCEARIA","54"
"148804","Cliente 163","SM DE 05 A 09 CHECK-OUT","114"
"148815","Cliente 977","MERCEARIA","77"
"148833","Cliente 10452","MERCEARIA","71"
"148834","Cliente 7650","SM DE 02 A 04 CHECK-OUT","71"
"148856","Cliente 10179","BARES TRADICIONAIS","164"
"148879","Cliente 269","CONFEITARIA/PANIFICADORA","139"
"148880","Cliente 3195","SM DE 10 A 19 CHECK-OUT","72"
"148907","Cliente 2264","FARMACIA/DROGARIA","88"
"148927","Cliente 8992","MERCEARIA","160"
"148964","Cliente 72","LIVRARIA/PAPELARIA","25"
"148968","Cliente 9083","CONFEITARIA/PANIFICADORA","126"
"148970","Cliente 5178","CONFEITARIA/PANIFICADORA","79"
"148977","Cliente 9090","SORVETERIA","128"
"149003","Cliente 3201","CONFEITARIA/PANIFICADORA","71"
"149023","Cliente 6399","SM DE 05 A 09 CHECK-OUT","98"
"149028","Cliente 9050","LOJA DE DEPARTAMENTO","47"
"149038","Cliente 198","SM DE 05 A 09 CHECK-OUT","66"
"149059","Cliente 1859","RESTAURANTE","73"
"149069","Cliente 6813","CONFEITARIA/PANIFICADORA","77"
"149074","Cliente 3145","ACOUGUE/VERDUREIRA","79"
"149110","Cliente 1875","CONVENIENCIA","128"
"149115","Cliente 8964","LOJA DE DEPARTAMENTO","137"
"149143","Cliente 5392","MERCEARIA","33"
"149176","Cliente 8773","CONVENIENCIA","88"
"149178","Cliente 6205","CONFEITARIA/PANIFICADORA","79"
"149180","Cliente 11431","BARES TRADICIONAIS","79"
"149181","Cliente 4460","SM DE 02 A 04 CHECK-OUT","72"
"149191","Cliente 7829","MERCEARIA","10"
"149221","Cliente 3537","CONVENIENCIA","76"
"149228","Cliente 987","CONVENIENCIA","110"
"149276","Cliente 3776","CONVENIENCIA","17"
"149299","Cliente 10066","LOJA DE EQUIP COM OFICINA","52"
"149345","Cliente 8519","CONFEITARIA/PANIFICADORA","56"
"149384","Cliente 6150","MERCEARIA","52"
"149440","Cliente 6259","RESTAURANTE","63"
"149474","Cliente 6806","CONFEITARIA/PANIFICADORA","77"
"149489","Cliente 7114","CONVENIENCIA","66"
"149491","Cliente 3762","FARMACIA/DROGARIA","110"
"149492","Cliente 10580","SM DE 02 A 04 CHECK-OUT","6"
"149536","Cliente 2385","SM DE 02 A 04 CHECK-OUT","52"
"149559","Cliente 6288","RESTAURANTE","71"
"149586","Cliente 8761","MERCEARIA","76"
"149593","Cliente 6137","MERCEARIA","116"
"149600","Cliente 8717","RESTAURANTE","132"
"149621","Cliente 9147","CONVENIENCIA","79"
"149634","Cliente 8748","MERCEARIA","17"
"149642","Cliente 5933","MERCEARIA","74"
"149666","Cliente 77","SM DE 10 A 19 CHECK-OUT","52"
"149668","Cliente 9624","HOTEL/MOTEL","98"
"149671","Cliente 469","CLUBE/CANTINA","71"
"149672","Cliente 10625","ACOUGUE/VERDUREIRA","79"
"149673","Cliente 990","AUTO PECAS","63"
"149674","Cliente 6311","MERCEARIA","24"
"149677","Cliente 3577","MERCEARIA","144"
"149678","Cliente 5221","CONVENIENCIA","104"
"149680","Cliente 5589","RESTAURANTE","21"
"149695","Cliente 10018","MERCEARIA","164"
"149754","Cliente 11384","ACOUGUE/VERDUREIRA","74"
"149755","Cliente 7325","MERCEARIA","17"
"149767","Cliente 2129","SM DE 02 A 04 CHECK-OUT","79"
"149813","Cliente 6847","ACOUGUE/VERDUREIRA","79"
"149819","Cliente 10213","MERCEARIA","76"
"149845","Cliente 7224","BARES TRADICIONAIS","17"
"149874","Cliente 2290","SM DE 02 A 04 CHECK-OUT","52"
"149904","Cliente 7628","RESTAURANTE","17"
"149981","Cliente 2389","MERCEARIA","144"
"150007","Cliente 8921","CONFEITARIA/PANIFICADORA","79"
"150014","Cliente 2508","ACOUGUE/VERDUREIRA","110"
"150028","Cliente 3468","CONFEITARIA/PANIFICADORA","132"
"150029","Cliente 3681","CONFEITARIA/PANIFICADORA","65"
"150080","Cliente 2010","FORNECEDOR","71"
"150100","Cliente 10737","CONFEITARIA/PANIFICADORA","79"
"150109","Cliente 2816","FARMACIA/DROGARIA","38"
"150121","Cliente 7780","CONFEITARIA/PANIFICADORA","140"
"150155","Cliente 6331","MERCEARIA","54"
"150179","Cliente 8245","SM DE 02 A 04 CHECK-OUT","52"
"150212","Cliente 436","SM DE 05 A 09 CHECK-OUT","52"
"150225","Cliente 5219","BARES TRADICIONAIS","17"
"150254","Cliente 5399","VIDEO LOCADORA","25"
"150256","Cliente 11201","SM DE 02 A 04 CHECK-OUT","52"
"150260","Cliente 5038","RESTAURANTE","47"
"150281","Cliente 260","MERCEARIA","139"
"150310","Cliente 10664","SM DE 02 A 04 CHECK-OUT","128"
"150323","Cliente 7806","CONFEITARIA/PANIFICADORA","23"
"150330","Cliente 2811","CONFEITARIA/PANIFICADORA","25"
"150363","Cliente 8412","ACOUGUE/VERDUREIRA","47"
"150368","Cliente 10360","SM DE 05 A 09 CHECK-OUT","66"
"150369","Cliente 2336","SM DE 05 A 09 CHECK-OUT","44"
"150376","Cliente 2219","ACOUGUE/VERDUREIRA","71"
"150405","Cliente 9122","MERCEARIA","71"
"150428","Cliente 5156","CONFEITARIA/PANIFICADORA","79"
"150437","Cliente 7531","SM DE 05 A 09 CHECK-OUT","70"
"150438","Cliente 3265","SM DE 05 A 09 CHECK-OUT","88"
"150454","Cliente 3426","MERCEARIA","73"
"150463","Cliente 2785","SM DE 02 A 04 CHECK-OUT","104"
"150465","Cliente 6454","HOTEL/MOTEL","118"
"150491","Cliente 8523","LOJA DE BRINQUEDOS/ELETRONICO","37"
"150493","Cliente 2307","CONVENIENCIA","25"
"150509","Cliente 5543","FARMACIA/DROGARIA","52"
"150520","Cliente 3763","MERCEARIA","53"
"150526","Cliente 1927","CONFEITARIA/PANIFICADORA","104"
"150529","Cliente 6312","CONVENIENCIA","70"
"150530","Cliente 3578","MERCEARIA","108"
"150543","Cliente 10161","CONVENIENCIA","71"
"150544","Cliente 8885","CONVENIENCIA","71"
"150583","Cliente 3409","LIVRARIA/PAPELARIA","152"
"150592","Cliente 7481","SM DE 02 A 04 CHECK-OUT","135"
"150596","Cliente 2057","CONFEITARIA/PANIFICADORA","125"
"150613","Cliente 2353","BARES TRADICIONAIS","17"
"150630","Cliente 6815","RESTAURANTE","137"
"150667","Cliente 4905","BOMBONIERE/BAZAR","79"
"150678","Cliente 2808","QUIOSQUES","17"
"150680","Cliente 8811","CONFEITARIA/PANIFICADORA","104"
"150718","Cliente 7666","MERCEARIA","81"
"150739","Cliente 8598","BARES TRADICIONAIS","25"
"150762","Cliente 6066","CONVENIENCIA","66"
"150768","Cliente 9364","SM DE 02 A 04 CHECK-OUT","72"
"150780","Cliente 6605","ATACADO","25"
"150803","Cliente 8018","MERCEARIA","89"
"150807","Cliente 7100","BARES TRADICIONAIS","86"
"150812","Cliente 2687","MERCEARIA","32"
"150814","Cliente 11037","SM DE 02 A 04 CHECK-OUT","67"
"150815","Cliente 3303","SM DE 02 A 04 CHECK-OUT","74"
"150818","Cliente 7438","BOMBONIERE/BAZAR","79"
"150828","Cliente 10205","CONVENIENCIA","72"
"150867","Cliente 6780","BARES TRADICIONAIS","17"
"150891","Cliente 11372","ACOUGUE/VERDUREIRA","52"
"150894","Cliente 456","MERCEARIA","25"
"150941","Cliente 705","SM DE 02 A 04 CHECK-OUT","128"
"150945","Cliente 5542","PRESTADORA DE SERVICOS","71"
"150957","Cliente 8065","BANCA DE REVISTA","17"
"150970","Cliente 6154","BOMBONIERE/BAZAR","79"
"150973","Cliente 1735","MERCEARIA","137"
"150983","Cliente 8708","MERCEARIA","52"
"151002","Cliente 8542","MERCEARIA","86"
"151005","Cliente 8899","CONVENIENCIA","44"
"151042","Cliente 1979","CONVENIENCIA","143"
"151051","Cliente 379","HOTEL/MOTEL","57"
"151059","Cliente 3192","CONFEITARIA/PANIFICADORA","47"
"151086","Cliente 3612","ATACADO","79"
"151123","Cliente 2817","ACOUGUE/VERDUREIRA","47"
"151176","Cliente 8387","FARMACIA/DROGARIA","118"
"151198","Cliente 939","SM DE 02 A 04 CHECK-OUT","15"
"151199","Cliente 6552","SM DE 02 A 04 CHECK-OUT","161"
"151225","Cliente 10087","SM DE 02 A 04 CHECK-OUT","98"
"151226","Cliente 3656","CONVENIENCIA","17"
"151251","Cliente 575","SM DE 02 A 04 CHECK-OUT","140"
"151301","Cliente 1818","MERCEARIA","139"
"151319","Cliente 3698","CONVENIENCIA","99"
"151320","Cliente 7824","CONFEITARIA/PANIFICADORA","17"
"151321","Cliente 8440","PRESTADORA DE SERVICOS","162"
"151327","Cliente 5108","BARES TRADICIONAIS","8"
"151345","Cliente 3237","CONVENIENCIA","71"
"151348","Cliente 3926","RESTAURANTE","19"
"151352","Cliente 4336","BARES TRADICIONAIS","52"
"151372","Cliente 6839","FARMACIA/DROGARIA","21"
"151411","Cliente 9683","MERCEARIA","3"
"151441","Cliente 2790","CASA DE FERRAGENS","144"
"151452","Cliente 3758","CONVENIENCIA","79"
"151476","Cliente 4076","FLORICULTURA/CESTAS","25"
"151479","Cliente 10725","MERCEARIA","52"
"151489","Cliente 9028","MERCEARIA","116"
"151502","Cliente 8726","CONFEITARIA/PANIFICADORA","144"
"151503","Cliente 2369","LOJA DE DEPARTAMENTO","17"
"151508","Cliente 5396","BARES TRADICIONAIS","136"
"151510","Cliente 9073","SM DE 02 A 04 CHECK-OUT","165"
"151512","Cliente 5623","CONFEITARIA/PANIFICADORA","52"
"151520","Cliente 3223","CONFEITARIA/PANIFICADORA","25"
"151543","Cliente 4636","SM DE 02 A 04 CHECK-OUT","52"
"151544","Cliente 8235","CONFEITARIA/PANIFICADORA","68"
"151562","Cliente 3084","SM DE 02 A 04 CHECK-OUT","61"
"151607","Cliente 10556","SM DE 05 A 09 CHECK-OUT","79"
"151614","Cliente 358","CONVENIENCIA","63"
"151621","Cliente 2476","MERCEARIA","68"
"151633","Cliente 8666","CONVENIENCIA","68"
"151642","Cliente 8847","ATACADO","25"
"151650","Cliente 5546","PRESTADORA DE SERVICOS","52"
"151664","Cliente 9300","PRESTADORA DE SERVICOS","114"
"151665","Cliente 6412","MERCEARIA","106"
"151667","Cliente 8924","HOTEL/MOTEL","79"
"151675","Cliente 3250","CONVENIENCIA","104"
"151676","Cliente 11203","RESTAURANTE","28"
"151716","Cliente 4876","CONFEITARIA/PANIFICADORA","75"
"151722","Cliente 1381","SM DE 10 A 19 CHECK-OUT","160"
"151725","Cliente 3492","CONVENIENCIA","24"
"151733","Cliente 4480","ATACADO","144"
"151735","Cliente 4378","CONFEITARIA/PANIFICADORA","24"
"151769","Cliente 10663","MERCEARIA","54"
"151770","Cliente 1684","CONVENIENCIA","66"
"151774","Cliente 5182","CONFEITARIA/PANIFICADORA","79"
"151796","Cliente 574","RESTAURANTE","153"
"151800","Cliente 6748","CONVENIENCIA","77"
"151807","Cliente 3418","CONVENIENCIA","144"
"151815","Cliente 8208","ACOUGUE/VERDUREIRA","19"
"151819","Cliente 7740","MERCEARIA","104"
"151823","Cliente 4871","CONVENIENCIA","79"
"151824","Cliente 4194","MERCEARIA","136"
"151840","Cliente 561","MERCEARIA","20"
"151842","Cliente 10188","SM DE 02 A 04 CHECK-OUT","98"
"151849","Cliente 5503","ACOUGUE/VERDUREIRA","79"
"151862","Cliente 2523","CONFEITARIA/PANIFICADORA","79"
"151865","Cliente 10108","LOJA DE BRINQUEDOS/ELETRONICO","52"
"151882","Cliente 7474","CONVENIENCIA","73"
"151896","Cliente 3482","FLORICULTURA/CESTAS","34"
"151902","Cliente 3806","MERCEARIA","79"
"151904","Cliente 2858","RESTAURANTE","152"
"151914","Cliente 6022","LIVRARIA/PAPELARIA","47"
"151922","Cliente 9232","CONFEITARIA/PANIFICADORA","59"
"151924","Cliente 4647","MERCEARIA","52"
"151932","Cliente 5982","CONVENIENCIA","77"
"151956","Cliente 626","MERCEARIA","79"
"151969","Cliente 11448","MERCEARIA","139"
"151988","Cliente 4575","FLORICULTURA/CESTAS","104"
"152008","Cliente 10200","CONVENIENCIA","79"
"152013","Cliente 2877","FLORICULTURA/CESTAS","92"
"152030","Cliente 3708","BOMBONIERE/BAZAR","88"
"152058","Cliente 3207","CONFEITARIA/PANIFICADORA","79"
"152063","Cliente 267","CONFEITARIA/PANIFICADORA","107"
"152074","Cliente 5055","MERCEARIA","24"
"152097","Cliente 366","CONVENIENCIA","160"
"152098","Cliente 334","SM DE 02 A 04 CHECK-OUT","17"
"152153","Cliente 3270","SM DE 10 A 19 CHECK-OUT","25"
"152181","Cliente 10791","ACOUGUE/VERDUREIRA","131"
"152185","Cliente 10173","FLORICULTURA/CESTAS","25"
"152190","Cliente 8150","MERCEARIA","135"
"152191","Cliente 9503","SM DE 02 A 04 CHECK-OUT","77"
"152192","Cliente 6085","MERCEARIA","137"
"152199","Cliente 10754","CONFEITARIA/PANIFICADORA","68"
"152202","Cliente 3635","CONFEITARIA/PANIFICADORA","53"
"152205","Cliente 605","MERCEARIA","61"
"152206","Cliente 9152","MERCEARIA","54"
"152230","Cliente 11060","CONVENIENCIA","17"
"152232","Cliente 5363","PASTELARIA/PIZZARIA","98"
"152241","Cliente 6108","CONFEITARIA/PANIFICADORA","40"
"152246","Cliente 2874","CONFEITARIA/PANIFICADORA","52"
"152253","Cliente 3328","CONFEITARIA/PANIFICADORA","25"
"152263","Cliente 194","MERCEARIA","17"
"152267","Cliente 1799","MERCEARIA","25"
"152302","Cliente 11621","CONVENIENCIA","72"
"152308","Cliente 1886","RESTAURANTE","21"
"152311","Cliente 9719","SM DE 02 A 04 CHECK-OUT","143"
"152327","Cliente 556","QUIOSQUES","108"
"152334","Cliente 7727","CONVENIENCIA","47"
"152342","Cliente 861","CONVENIENCIA","21"
"152403","Cliente 9377","CONFEITARIA/PANIFICADORA","25"
"152408","Cliente 4820","CONVENIENCIA","47"
"152414","Cliente 11626","CONFEITARIA/PANIFICADORA","25"
"152427","Cliente 3256","MERCEARIA","57"
"152476","Cliente 6957","BOMBONIERE/BAZAR","25"
"152486","Cliente 5262","SM DE 02 A 04 CHECK-OUT","54"
"152489","Cliente 164","ATACADO","52"
"152498","Cliente 3089","CONVENIENCIA","10"
"152524","Cliente 710","MERCEARIA","160"
"152530","Cliente 1494","CONFEITARIA/PANIFICADORA","79"
"152552","Cliente 2450","MATERIAL DE CONSTRUCAO","25"
"152557","Cliente 1516","CONVENIENCIA","116"
"152562","Cliente 219","MERCEARIA","133"
"152579","Cliente 968","FARMACIA/DROGARIA","64"
"152610","Cliente 6045","SM DE 02 A 04 CHECK-OUT","52"
"152611","Cliente 3965","FLORICULTURA/CESTAS","160"
"152617","Cliente 4321","LIVRARIA/PAPELARIA","50"
"152654","Cliente 9542","CONFEITARIA/PANIFICADORA","61"
"152663","Cliente 7636","ACOUGUE/VERDUREIRA","140"
"152696","Cliente 1608","SM DE 10 A 19 CHECK-OUT","56"
"152697","Cliente 10861","CONVENIENCIA","96"
"152703","Cliente 1962","RESTAURANTE","17"
"152725","Cliente 6622","CONFEITARIA/PANIFICADORA","79"
"152753","Cliente 9700","SM DE 05 A 09 CHECK-OUT","151"
"152760","Cliente 7011","BOMBONIERE/BAZAR","153"
"152766","Cliente 11491","MERCEARIA","158"
"152768","Cliente 3564","MERCEARIA","47"
"152771","Cliente 5350","PASTELARIA/PIZZARIA","100"
"152789","Cliente 1984","LOJA DE DEPARTAMENTO","47"
"152803","Cliente 1978","CONVENIENCIA","104"
"152820","Cliente 2695","LIVRARIA/PAPELARIA","23"
"152821","Cliente 711","MERCEARIA","56"
"152823","Cliente 11274","CONVENIENCIA","52"
"152834","Cliente 5478","LOJA DE BRINQUEDOS/ELETRONICO","137"
"152849","Cliente 7032","MERCEARIA","66"
"152861","Cliente 4334","BOMBONIERE/BAZAR","131"
"152875","Cliente 11401","ACOUGUE/VERDUREIRA","79"
"152887","Cliente 387","RESTAURANTE","79"
"152892","Cliente 7119","ATACADO DE LUBRIFICANTES","33"
"152894","Cliente 7851","MERCEARIA","55"
"152936","Cliente 3499","INDUSTRIA/EMPRESA","77"
"152952","Cliente 7422","ACOUGUE/VERDUREIRA","79"
"152965","Cliente 1745","CONVENIENCIA","71"
"152992","Cliente 10574","ACOUGUE/VERDUREIRA","79"
"152996","Cliente 196","SM DE 02 A 04 CHECK-OUT","35"
"153042","Cliente 6925","MERCEARIA","36"
"153060","Cliente 5564","BARES TRADICIONAIS","132"
"153061","Cliente 5512","RESTAURANTE","56"
"153062","Cliente 1910","CONFEITARIA/PANIFICADORA","47"
"153067","Cliente 1580","CONFEITARIA/PANIFICADORA","71"
"153087","Cliente 4803","RESTAURANTE","21"
"153090","Cliente 7947","MERCEARIA","100"
"153094","Cliente 7654","SM DE 02 A 04 CHECK-OUT","52"
"153097","Cliente 2713","BARES TRADICIONAIS","47"
"153104","Cliente 7470","ATACADO","144"
"153112","Cliente 8210","PRESTADORA DE SERVICOS","17"
"153119","Cliente 4771","RESTAURANTE","55"
"153133","Cliente 483","CONFEITARIA/PANIFICADORA","150"
"153137","Cliente 10545","CONVENIENCIA","160"
"153154","Cliente 8074","MERCEARIA","160"
"153171","Cliente 506","LOJA DE DEPARTAMENTO","144"
"153187","Cliente 4704","MERCEARIA","72"
"153194","Cliente 1188","CLUBE/CANTINA","47"
"153200","Cliente 4511","CONFEITARIA/PANIFICADORA","71"
"153236","Cliente 11358","MERCEARIA","47"
"153242","Cliente 3817","BARES TRADICIONAIS","47"
"153247","Cliente 6593","MERCEARIA","79"
"153252","Cliente 4586","MERCEARIA","108"
"153277","Cliente 137","FARMACIA/DROGARIA","88"
"153306","Cliente 10699","CONFEITARIA/PANIFICADORA","34"
"153311","Cliente 1474","RESTAURANTE","53"
"153341","Cliente 7878","ATACADO","144"
"153345","Cliente 3572","CONFEITARIA/PANIFICADORA","47"
"153350","Cliente 93","RESTAURANTE","160"
"153353","Cliente 8490","CONFEITARIA/PANIFICADORA","77"
"153356","Cliente 9831","ATACADO","144"
"153375","Cliente 3403","ATACADO","78"
"153376","Cliente 329","RESTAURANTE","10"
"153379","Cliente 9466","MERCEARIA","137"
"153391","Cliente 6227","CONFEITARIA/PANIFICADORA","106"
"153397","Cliente 11074","MERCEARIA","76"
"153400","Cliente 4835","CONFEITARIA/PANIFICADORA","47"
"153415","Cliente 7283","SM DE 10 A 19 CHECK-OUT","149"
"153445","Cliente 7137","CONFEITARIA/PANIFICADORA","24"
"153447","Cliente 136","SM DE 05 A 09 CHECK-OUT","88"
"153489","Cliente 3734","CONVENIENCIA","161"
"153490","Cliente 1552","CONVENIENCIA","91"
"153503","Cliente 677","SM DE 02 A 04 CHECK-OUT","137"
"153528","Cliente 2289","MERCEARIA","104"
"153557","Cliente 5202","SM DE 02 A 04 CHECK-OUT","98"
"153569","Cliente 2358","MERCEARIA","106"
"153576","Cliente 6569","BARES TRADICIONAIS","97"
"153593","Cliente 4797","FLORICULTURA/CESTAS","23"
"153600","Cliente 9618","BARES TRADICIONAIS","79"
"153632","Cliente 5510","SM DE 02 A 04 CHECK-OUT","142"
"153642","Cliente 478","SM ACIMA DE 20 CHECK-OUT","68"
"153648","Cliente 9194","CONFEITARIA/PANIFICADORA","160"
"153653","Cliente 5764","CONFEITARIA/PANIFICADORA","54"
"153654","Cliente 5228","SORVETERIA","33"
"153657","Cliente 1884","MERCEARIA","119"
"153675","Cliente 5230","BOMBONIERE/BAZAR","140"
"153695","Cliente 5109","MERCEARIA","98"
"153700","Cliente 5569","RESTAURANTE","52"
"153719","Cliente 6186","CLUBE/CANTINA","47"
"153731","Cliente 2589","MERCEARIA","153"
"153765","Cliente 11180","SM DE 05 A 09 CHECK-OUT","38"
"153780","Cliente 3226","PRESTADORA DE SERVICOS","101"
"153784","Cliente 2650","MERCEARIA","52"
"153791","Cliente 7970","CONVENIENCIA","61"
"153796","Cliente 2354","CONFEITARIA/PANIFICADORA","68"
"153801","Cliente 10784","MERCEARIA","10"
"153804","Cliente 10887","BARES TRADICIONAIS","52"
"153815","Cliente 453","ACOUGUE/VERDUREIRA","70"
"153856","Cliente 9198","BARES TRADICIONAIS","63"
"153864","Cliente 7505","BARES TRADICIONAIS","153"
"153872","Cliente 6746","BARES TRADICIONAIS","101"
"153873","Cliente 309","BOMBONIERE/BAZAR","79"
"153876","Cliente 317","CONVENIENCIA","17"
"153908","Cliente 459","PRESTADORA DE SERVICOS","71"
"153923","Cliente 2166","RESTAURANTE","71"
"153930","Cliente 782","SM DE 02 A 04 CHECK-OUT","63"
"153934","Cliente 8915","SM ACIMA DE 20 CHECK-OUT","77"
"153935","Cliente 4753","SM ACIMA DE 20 CHECK-OUT","77"
"153936","Cliente 5999","SM ACIMA DE 20 CHECK-OUT","77"
"153937","Cliente 3094","SM ACIMA DE 20 CHECK-OUT","77"
"153951","Cliente 11058","MERCEARIA","104"
"153976","Cliente 7959","CONVENIENCIA","25"
"153983","Cliente 8394","CONFEITARIA/PANIFICADORA","144"
"153985","Cliente 299","CONFEITARIA/PANIFICADORA","77"
"153998","Cliente 8835","CONVENIENCIA","120"
"154016","Cliente 883","CONVENIENCIA","98"
"154019","Cliente 608","CONFEITARIA/PANIFICADORA","79"
"154028","Cliente 11456","SM DE 02 A 04 CHECK-OUT","15"
"154048","Cliente 632","MERCEARIA","97"
"154057","Cliente 2437","QUIOSQUES","72"
"154122","Cliente 11239","CONFEITARIA/PANIFICADORA","161"
"154123","Cliente 8396","SM DE 02 A 04 CHECK-OUT","160"
"154127","Cliente 6391","LIVRARIA/PAPELARIA","71"
"154148","Cliente 5942","CONFEITARIA/PANIFICADORA","57"
"154173","Cliente 2255","FARMACIA/DROGARIA","88"
"154174","Cliente 6818","CONVENIENCIA","25"
"154178","Cliente 4869","MERCEARIA","19"
"154184","Cliente 8011","CONVENIENCIA","144"
"154193","Cliente 3609","LOJA DE BRINQUEDOS/ELETRONICO","101"
"154194","Cliente 5557","BARES TRADICIONAIS","71"
"154204","Cliente 2291","MERCEARIA","9"
"154222","Cliente 4793","CONVENIENCIA","17"
"154226","Cliente 11267","PRESTADORA DE SERVICOS","79"
"154229","Cliente 2686","BOMBONIERE/BAZAR","44"
"154256","Cliente 6089","BOMBONIERE/BAZAR","34"
"154264","Cliente 3153","SM DE 10 A 19 CHECK-OUT","140"
"154265","Cliente 2565","MERCEARIA","70"
"154268","Cliente 6584","CONFEITARIA/PANIFICADORA","121"
"154269","Cliente 11033","RESTAURANTE","84"
"154277","Cliente 11049","CLUBE/CANTINA","47"
"154278","Cliente 4909","MERCEARIA","34"
"154296","Cliente 2296","CONFEITARIA/PANIFICADORA","52"
"154299","Cliente 7975","MERCEARIA","47"
"154301","Cliente 5908","MERCEARIA","144"
"154305","Cliente 5605","BARES TRADICIONAIS","25"
"154313","Cliente 4403","SM DE 02 A 04 CHECK-OUT","24"
"154314","Cliente 10137","SM DE 10 A 19 CHECK-OUT","77"
"154318","Cliente 4477","MERCEARIA","79"
"154330","Cliente 5394","SM DE 02 A 04 CHECK-OUT","77"
"154344","Cliente 4490","HOTEL/MOTEL","110"
"154348","Cliente 5061","FLORICULTURA/CESTAS","110"
"154377","Cliente 10220","CONFEITARIA/PANIFICADORA","62"
"154388","Cliente 9056","BOMBONIERE/BAZAR","52"
"154394","Cliente 7701","SM DE 10 A 19 CHECK-OUT","79"
"154403","Cliente 8325","CONVENIENCIA","17"
"154420","Cliente 3882","MERCEARIA","34"
"154426","Cliente 6610","SORVETERIA","146"
"154427","Cliente 6175","LOJA DE BRINQUEDOS/ELETRONICO","17"
"154436","Cliente 10822","MERCEARIA","156"
"154450","Cliente 7105","CLUBE/CANTINA","47"
"154455","Cliente 209","ACOUGUE/VERDUREIRA","79"
"154478","Cliente 6298","FLORICULTURA/CESTAS","52"
"154480","Cliente 6133","CONVENIENCIA","104"
"154493","Cliente 8887","CONFEITARIA/PANIFICADORA","49"
"154508","Cliente 3945","CONVENIENCIA","52"
"154523","Cliente 3744","BARES TRADICIONAIS","19"
"154528","Cliente 2040","ACOUGUE/VERDUREIRA","79"
"154533","Cliente 5524","CONFEITARIA/PANIFICADORA","104"
"154536","Cliente 3130","HOTEL/MOTEL","79"
"154547","Cliente 8099","FARMACIA/DROGARIA","16"
"154552","Cliente 423","BARES TRADICIONAIS","52"
"154555","Cliente 9615","CONFEITARIA/PANIFICADORA","125"
"154561","Cliente 11335","CONVENIENCIA","25"
"154567","Cliente 3000","CONFEITARIA/PANIFICADORA","71"
"154589","Cliente 840","CONVENIENCIA","52"
"154590","Cliente 7811","MERCEARIA","120"
"154593","Cliente 4838","MERCEARIA","25"
"154594","Cliente 10579","ACOUGUE/VERDUREIRA","139"
"154602","Cliente 5687","FARMACIA/DROGARIA","25"
"154623","Cliente 10716","MERCEARIA","34"
"154628","Cliente 2839","LIVRARIA/PAPELARIA","34"
"154629","Cliente 970","BOMBONIERE/BAZAR","34"
"154634","Cliente 7341","CONVENIENCIA","71"
"154636","Cliente 2953","ATACADO","79"
"154638","Cliente 155","BARES TRADICIONAIS","12"
"154652","Cliente 1988","CONFEITARIA/PANIFICADORA","144"
"154690","Cliente 5725","MERCEARIA","52"
"154692","Cliente 3367","MERCEARIA","17"
"154724","Cliente 10600","MERCEARIA","73"
"154728","Cliente 7573","MERCEARIA","25"
"154732","Cliente 3959","RESTAURANTE","19"
"154757","Cliente 6714","MERCEARIA","9"
"154763","Cliente 1955","MERCEARIA","29"
"154795","Cliente 5568","CONFEITARIA/PANIFICADORA","144"
"154804","Cliente 3088","CONFEITARIA/PANIFICADORA","25"
"154805","Cliente 5720","SORVETERIA","71"
"154829","Cliente 9181","SM DE 05 A 09 CHECK-OUT","17"
"154838","Cliente 7236","CONFEITARIA/PANIFICADORA","34"
"154856","Cliente 1251","CONFEITARIA/PANIFICADORA","80"
"154857","Cliente 3652","CONFEITARIA/PANIFICADORA","118"
"154873","Cliente 9361","BOMBONIERE/BAZAR","25"
"154874","Cliente 10244","SM DE 02 A 04 CHECK-OUT","106"
"154906","Cliente 5650","MERCEARIA","52"
"154911","Cliente 47","MERCEARIA","144"
"154917","Cliente 8037","CONFEITARIA/PANIFICADORA","64"
"154927","Cliente 9415","CONFEITARIA/PANIFICADORA","82"
"154928","Cliente 4670","CONVENIENCIA","25"
"154933","Cliente 2027","CONFEITARIA/PANIFICADORA","144"
"154934","Cliente 1603","SM DE 02 A 04 CHECK-OUT","29"
"154944","Cliente 9550","SM DE 02 A 04 CHECK-OUT","120"
